jobid,exename,numnodes,numcpus,numtasks,executiontime,start,end,power,memory,appname,taskspercpu,taskspernode,user
25380,pw.x,2,544,2,6863,2020-12-30T09:46:35,2020-12-30T11:40:58,236.06,28383400,pw,0.003676471,1,user_302
25381,pw.x,2,544,2,1244,2020-12-30T10:38:07,2020-12-30T10:58:51,241.888,24366500,pw,0.003676471,1,user_302
25382,pw.x,2,544,2,6843,2020-12-30T10:41:26,2020-12-30T12:35:29,234.932,28722800,pw,0.003676471,1,user_302
25383,pw.x,2,544,2,1252,2020-12-30T10:41:26,2020-12-30T11:02:18,234.988,23571400,pw,0.003676471,1,user_302
25384,pw.x,2,544,2,962,2020-12-30T10:41:26,2020-12-30T10:57:28,230.263,23571400,pw,0.003676471,1,user_302
25385,pw.x,2,544,2,5594,2020-12-30T10:44:26,2020-12-30T12:17:40,225.579,28253200,pw,0.003676471,1,user_302
25386,pw.x,2,544,2,6583,2020-12-30T10:44:26,2020-12-30T12:34:09,234.013,27974300,pw,0.003676471,1,user_302
25387,pw.x,2,544,2,1621,2020-12-30T12:55:11,2020-12-30T13:22:12,235.637,24902300,pw,0.003676471,1,user_302
25388,pw.x,2,544,2,7184,2020-12-30T12:58:34,2020-12-30T14:58:18,240.197,29038100,pw,0.003676471,1,user_302
25389,pw.x,2,544,2,6863,2020-12-30T13:02:27,2020-12-30T14:56:50,243.78,27964100,pw,0.003676471,1,user_302
25390,pw.x,2,544,2,2377,2020-12-30T13:02:27,2020-12-30T13:42:04,232.531,25045100,pw,0.003676471,1,user_302
25391,pw.x,2,544,2,4110,2020-12-30T13:13:54,2020-12-30T14:22:24,234.503,25848900,pw,0.003676471,1,user_302
25392,pw.x,2,544,2,1360,2020-12-30T13:23:24,2020-12-30T13:46:04,233.938,24444800,pw,0.003676471,1,user_302
25393,pw.x,2,544,2,4216,2020-12-30T13:24:05,2020-12-30T14:34:21,235.829,25513700,pw,0.003676471,1,user_302
25394,pw.x,2,544,2,6912,2020-12-30T13:50:53,2020-12-30T15:46:05,230.431,28859800,pw,0.003676471,1,user_302
25395,pw.x,2,544,2,839,2020-12-30T13:52:26,2020-12-30T14:06:25,227.043,22496800,pw,0.003676471,1,user_302
25396,pw.x,2,544,2,6316,2020-12-30T14:20:39,2020-12-30T16:05:55,233.289,28116600,pw,0.003676471,1,user_302
25397,pw.x,2,544,2,1867,2020-12-30T14:24:28,2020-12-30T14:55:35,231.489,24196900,pw,0.003676471,1,user_302
25398,pw.x,2,544,2,6905,2020-12-30T14:35:27,2020-12-30T16:30:32,241.322,28988200,pw,0.003676471,1,user_302
25399,pw.x,2,544,2,6930,2020-12-30T14:35:27,2020-12-30T16:30:57,236.63,28767600,pw,0.003676471,1,user_302
25400,pw.x,2,544,2,2678,2020-12-30T14:35:27,2020-12-30T15:20:05,228.57,25247900,pw,0.003676471,1,user_302
25401,pw.x,2,544,2,2136,2020-12-30T14:35:27,2020-12-30T15:11:03,235.584,24848800,pw,0.003676471,1,user_302
25402,pw.x,2,544,2,5600,2020-12-30T14:42:38,2020-12-30T16:15:58,238.772,27555200,pw,0.003676471,1,user_302
25403,pw.x,2,544,2,6943,2020-12-30T16:31:34,2020-12-30T18:27:17,240.044,28726200,pw,0.003676471,1,user_302
25404,pw.x,2,544,2,6850,2020-12-30T16:35:35,2020-12-30T18:29:45,234.597,28795600,pw,0.003676471,1,user_302
25405,pw.x,2,544,2,1739,2020-12-30T16:39:02,2020-12-30T17:08:01,238.485,24907100,pw,0.003676471,1,user_302
25406,pw.x,2,544,2,795,2020-12-30T16:39:02,2020-12-30T16:52:17,232.959,23221800,pw,0.003676471,1,user_302
25407,pw.x,2,544,2,6846,2020-12-30T16:39:02,2020-12-30T18:33:08,235.322,29056200,pw,0.003676471,1,user_302
25408,pw.x,2,544,2,4195,2020-12-30T16:39:02,2020-12-30T17:48:57,237.61,26070100,pw,0.003676471,1,user_302
25409,pw.x,2,544,2,6920,2020-12-30T16:39:03,2020-12-30T18:34:23,242.662,28809500,pw,0.003676471,1,user_302
25410,pw.x,2,544,2,1200,2020-12-30T16:39:03,2020-12-30T16:59:03,231.336,23750900,pw,0.003676471,1,user_302
25411,pw.x,2,544,2,2377,2020-12-30T16:39:03,2020-12-30T17:18:40,240.077,25677000,pw,0.003676471,1,user_302
25412,pw.x,2,544,2,6913,2020-12-30T16:39:03,2020-12-30T18:34:16,240.373,28995800,pw,0.003676471,1,user_302
25413,pw.x,2,544,2,6916,2020-12-30T16:55:39,2020-12-30T18:50:55,234.098,28812600,pw,0.003676471,1,user_302
25414,pw.x,2,544,2,6909,2020-12-30T17:06:07,2020-12-30T19:01:16,243.81,29044100,pw,0.003676471,1,user_302
25415,pw.x,2,544,2,6932,2020-12-30T17:16:43,2020-12-30T19:12:15,231.941,27875000,pw,0.003676471,1,user_302
25416,pw.x,2,544,2,6956,2020-12-30T17:44:38,2020-12-30T19:40:34,229.746,28174600,pw,0.003676471,1,user_302
25417,pw.x,2,544,2,3418,2020-12-30T17:44:38,2020-12-30T18:41:36,226.234,25552500,pw,0.003676471,1,user_302
25418,pw.x,2,544,2,7048,2020-12-30T17:44:38,2020-12-30T19:42:06,230.234,28934100,pw,0.003676471,1,user_302
25419,pw.x,2,544,2,6866,2020-12-30T17:44:38,2020-12-30T19:39:04,234.554,28361700,pw,0.003676471,1,user_302
25420,pw.x,2,544,2,6979,2020-12-30T17:54:33,2020-12-30T19:50:52,232.23,28505500,pw,0.003676471,1,user_302
25421,pw.x,2,544,2,1583,2020-12-30T17:54:33,2020-12-30T18:20:56,232.799,24256100,pw,0.003676471,1,user_302
25422,pw.x,2,544,2,4176,2020-12-30T17:54:33,2020-12-30T19:04:09,247.956,26217900,pw,0.003676471,1,user_302
25423,pw.x,2,544,2,5476,2020-12-30T17:54:33,2020-12-30T19:25:49,245.955,27226500,pw,0.003676471,1,user_302
25424,pw.x,2,544,2,1986,2020-12-30T17:54:33,2020-12-30T18:27:39,228.728,25025500,pw,0.003676471,1,user_302
25425,pw.x,2,544,2,725,2020-12-30T17:54:33,2020-12-30T18:06:38,234.268,22075000,pw,0.003676471,1,user_302
25426,pw.x,2,544,2,7162,2020-12-30T17:54:34,2020-12-30T19:53:56,239.059,28701000,pw,0.003676471,1,user_302
25427,pw.x,2,544,2,6058,2020-12-30T17:54:34,2020-12-30T19:35:32,230.674,27379100,pw,0.003676471,1,user_302
25428,pw.x,2,544,2,6896,2020-12-30T17:54:34,2020-12-30T19:49:30,233.647,28600100,pw,0.003676471,1,user_302
25429,pw.x,2,544,2,5883,2020-12-30T17:54:34,2020-12-30T19:32:37,236.33,27534100,pw,0.003676471,1,user_302
25430,pw.x,2,544,2,3861,2020-12-30T17:54:34,2020-12-30T18:58:55,232.422,25772400,pw,0.003676471,1,user_302
25431,pw.x,2,544,2,1624,2020-12-30T17:54:34,2020-12-30T18:21:38,239.057,24965800,pw,0.003676471,1,user_302
25432,pw.x,2,544,2,1567,2020-12-30T17:54:34,2020-12-30T18:20:41,239.209,24635100,pw,0.003676471,1,user_302
25433,pw.x,2,544,2,4445,2020-12-30T18:34:42,2020-12-30T19:48:47,224.236,26534800,pw,0.003676471,1,user_302
25434,pw.x,2,544,2,2467,2020-12-30T18:35:22,2020-12-30T19:16:29,232.16,25083800,pw,0.003676471,1,user_302
25435,pw.x,2,544,2,6862,2020-12-30T18:35:22,2020-12-30T20:29:44,236.147,28554400,pw,0.003676471,1,user_302
25436,pw.x,2,544,2,4785,2020-12-30T20:02:09,2020-12-30T21:21:54,225.241,27256600,pw,0.003676471,1,user_302
25437,pw.x,2,544,2,6908,2020-12-30T20:13:35,2020-12-30T22:08:43,232.632,28341500,pw,0.003676471,1,user_302
25438,pw.x,2,544,2,6866,2020-12-30T20:33:09,2020-12-30T22:27:35,228.048,28702600,pw,0.003676471,1,user_302
25439,pw.x,2,544,2,1579,2020-12-30T23:04:14,2020-12-30T23:30:33,238.865,24796900,pw,0.003676471,1,user_302
25440,qlua,2,544,2,2911,2020-11-30T08:50:20,2020-11-30T09:38:51,249.893,25812300,qlua,0.003676471,1,user_302
25441,qlua,2,544,2,2148,2020-11-30T09:36:05,2020-11-30T10:11:53,253.617,25164600,qlua,0.003676471,1,user_302
25442,qlua,2,544,2,5187,2020-12-02T03:44:33,2020-12-02T05:11:00,239.31,28844600,qlua,0.003676471,1,user_302
25443,qlua,2,544,2,1826,2020-12-06T14:13:22,2020-12-06T14:43:48,227.36,24423100,qlua,0.003676471,1,user_302
25444,qlua,2,544,2,1335,2020-12-25T00:55:33,2020-12-25T01:17:48,234.719,23751600,qlua,0.003676471,1,user_302
25445,qlua,2,544,2,6837,2020-12-25T04:22:00,2020-12-25T06:15:57,235.873,28967600,qlua,0.003676471,1,user_302
25446,e3sm.exe,1,272,1,1323,2020-11-21T03:53:04,2020-11-21T04:15:07,152.362,6008190,e3sm,0.003676471,1,user_302
25447,e3sm.exe,1,272,1,915,2020-11-21T03:59:34,2020-11-21T04:14:49,204.003,10501700,e3sm,0.003676471,1,user_302
25448,e3sm.exe,1,272,1,847,2020-11-21T04:03:51,2020-11-21T04:17:58,175.622,7553470,e3sm,0.003676471,1,user_302
25449,e3sm.exe,1,272,1,630,2020-11-21T06:47:37,2020-11-21T06:58:07,244.699,14324100,e3sm,0.003676471,1,user_302
25450,e3sm.exe,1,272,1,3577,2020-11-21T07:10:07,2020-11-21T08:09:44,168.448,5355940,e3sm,0.003676471,1,user_302
25451,e3sm.exe,1,272,1,3224,2020-11-21T07:10:07,2020-11-21T08:03:51,150.336,5581420,e3sm,0.003676471,1,user_302
25452,e3sm.exe,1,272,1,1967,2020-11-21T07:18:52,2020-11-21T07:51:39,155.595,4824710,e3sm,0.003676471,1,user_302
25453,e3sm.exe,1,272,1,2473,2020-11-21T07:30:47,2020-11-21T08:12:00,129.097,3630870,e3sm,0.003676471,1,user_302
25454,e3sm.exe,1,272,1,815,2020-11-21T07:57:10,2020-11-21T08:10:45,165.066,6445535,e3sm,0.003676471,1,user_302
25455,e3sm.exe,2,544,2,1711,2020-11-26T15:03:49,2020-11-26T15:32:20,200.42,39238000,e3sm,0.003676471,1,user_302
25456,e3sm.exe,2,544,2,1536,2020-11-30T07:25:09,2020-11-30T07:50:45,251.079,25105000,e3sm,0.003676471,1,user_302
25457,e3sm.exe,2,544,2,1880,2020-11-30T09:36:05,2020-11-30T10:07:25,247.847,24994800,e3sm,0.003676471,1,user_302
25458,e3sm.exe,2,544,2,3425,2020-11-30T09:36:05,2020-11-30T10:33:10,250.19,26152800,e3sm,0.003676471,1,user_302
25459,e3sm_to_cmip,2,544,2,3508,2020-11-30T09:46:03,2020-11-30T10:44:31,243.655,26832400,e3sm,0.003676471,1,user_302
25460,e3sm.exe,2,544,2,3045,2020-11-30T13:38:16,2020-11-30T14:29:01,246.871,26563900,e3sm,0.003676471,1,user_302
25461,e3sm_to_cmip,2,544,2,2184,2020-11-30T13:38:17,2020-11-30T14:14:41,245.951,25507800,e3sm,0.003676471,1,user_302
25462,e3sm.exe,2,544,2,6794,2020-12-02T03:23:56,2020-12-02T05:17:10,227.779,29069300,e3sm,0.003676471,1,user_302
25463,e3sm.exe,2,544,2,5623,2020-12-02T03:23:56,2020-12-02T04:57:39,223.09,29281900,e3sm,0.003676471,1,user_302
25464,e3sm.exe,2,544,2,4585,2020-12-02T03:28:54,2020-12-02T04:45:19,237.293,28654400,e3sm,0.003676471,1,user_302
25465,e3sm.exe,2,544,2,6758,2020-12-02T03:52:23,2020-12-02T05:45:01,240.766,29003400,e3sm,0.003676471,1,user_302
25466,e3sm.exe,2,544,2,755,2020-12-05T12:29:26,2020-12-05T12:42:01,240.61,23422000,e3sm,0.003676471,1,user_302
25467,e3sm.exe,2,544,2,5107,2020-12-05T12:29:28,2020-12-05T13:54:35,225.178,27525300,e3sm,0.003676471,1,user_302
25468,e3sm.exe,2,544,2,819,2020-12-05T20:09:54,2020-12-05T20:23:33,243.605,23938100,e3sm,0.003676471,1,user_302
25469,e3sm.exe,2,544,2,1765,2020-12-06T14:13:22,2020-12-06T14:42:47,234.617,24927800,e3sm,0.003676471,1,user_302
25470,e3sm.exe,2,544,2,2781,2020-12-21T21:08:37,2020-12-21T21:54:58,229.278,25187000,e3sm,0.003676471,1,user_302
25471,e3sm_io,2,544,2,7097,2020-12-24T22:32:29,2020-12-25T00:30:46,240.541,28685500,e3sm,0.003676471,1,user_302
25472,e3sm.exe,2,544,2,2360,2020-12-24T22:32:29,2020-12-24T23:11:49,232.726,24947200,e3sm,0.003676471,1,user_302
25473,e3sm.exe,2,544,2,6895,2020-12-25T04:48:36,2020-12-25T06:43:31,233.49,29258700,e3sm,0.003676471,1,user_302
25474,e3sm.exe,2,544,2,7070,2020-12-27T20:23:28,2020-12-27T22:21:18,250.279,30120400,e3sm,0.003676471,1,user_302
25475,e3sm.exe,2,544,2,5790,2020-12-27T22:17:52,2020-12-27T23:54:22,227.598,29165800,e3sm,0.003676471,1,user_302
25476,e3sm.exe,2,544,2,6501,2020-12-27T22:23:41,2020-12-28T00:12:02,228.001,28968200,e3sm,0.003676471,1,user_302
25477,e3sm.exe,2,544,2,6922,2020-12-27T22:28:18,2020-12-28T00:23:40,243.921,29871400,e3sm,0.003676471,1,user_302
25478,e3sm.exe,2,544,2,1104,2020-12-28T00:29:50,2020-12-28T00:48:14,242.595,24443600,e3sm,0.003676471,1,user_302
25479,e3sm.exe,2,544,2,4235,2020-12-28T04:45:25,2020-12-28T05:56:00,227.721,26564800,e3sm,0.003676471,1,user_302
25480,e3sm.exe,2,544,2,6905,2020-12-28T05:00:38,2020-12-28T06:55:43,234.925,28417000,e3sm,0.003676471,1,user_302
25481,e3sm.exe,2,544,2,4545,2020-12-28T08:08:15,2020-12-28T09:24:00,228.169,26404100,e3sm,0.003676471,1,user_302
25482,e3sm.exe,2,544,2,6882,2020-12-29T22:22:25,2020-12-30T00:17:07,232.132,29828400,e3sm,0.003676471,1,user_302
25483,e3sm.exe,2,544,2,7056,2020-12-30T08:33:48,2020-12-30T10:31:24,226.698,30863600,e3sm,0.003676471,1,user_302
25484,e3sm.exe,2,544,2,6883,2020-12-30T09:06:38,2020-12-30T11:01:21,230.803,30325200,e3sm,0.003676471,1,user_302
25485,e3sm.exe,2,544,2,2789,2020-12-30T17:44:38,2020-12-30T18:31:07,239.501,25601800,e3sm,0.003676471,1,user_302
25486,wrf.exe,2,544,2,2032,2020-11-30T08:24:06,2020-11-30T08:57:58,257.753,26204800,wrf,0.003676471,1,user_302
25487,wrf.exe,2,544,2,2540,2020-11-30T08:52:19,2020-11-30T09:34:39,252.254,26120000,wrf,0.003676471,1,user_302
25488,wrf.exe,2,544,2,2925,2020-11-30T09:42:00,2020-11-30T10:30:45,251.147,26995300,wrf,0.003676471,1,user_302
25489,wrf.exe,2,544,2,2558,2020-12-21T21:02:38,2020-12-21T21:45:16,233.277,25222100,wrf,0.003676471,1,user_302
25490,wrf.exe,2,544,2,1667,2020-12-30T14:35:27,2020-12-30T15:03:14,220.286,24741400,wrf,0.003676471,1,user_302
25491,gene_cori,2,544,2,3532,2020-11-30T09:36:05,2020-11-30T10:34:57,244.644,26560100,gene,0.003676471,1,user_302
25492,gene_cori,2,544,2,5396,2020-12-02T03:23:56,2020-12-02T04:53:52,244.188,28732600,gene,0.003676471,1,user_302
25493,gene_cori,2,544,2,4367,2020-12-30T17:44:38,2020-12-30T18:57:25,237.361,26239900,gene,0.003676471,1,user_302
25494,global_fcst_cmip5,1,272,1,1770,2020-11-21T07:45:08,2020-11-21T08:14:38,173.971,5010040,cmip5,0.003676471,1,user_302
25495,global_fcst_cmip5,8,2176,8,1433,2020-11-27T19:08:44,2020-11-27T19:32:37,176.103,47643800,cmip5,0.003676471,1,user_302
25496,global_fcst_cmip5,2,544,2,1740,2020-11-27T22:26:03,2020-11-27T22:55:03,247.902,35991500,cmip5,0.003676471,1,user_302
25497,global_fcst_cmip5,2,544,2,1882,2020-11-30T08:11:56,2020-11-30T08:43:18,245.756,25288000,cmip5,0.003676471,1,user_302
25498,global_fcst_cmip5,2,544,2,1599,2020-11-30T08:14:08,2020-11-30T08:40:47,255.066,25099800,cmip5,0.003676471,1,user_302
25499,global_fcst_cmip5,2,544,2,2476,2020-11-30T08:22:30,2020-11-30T09:03:46,260.292,26126000,cmip5,0.003676471,1,user_302
25500,global_fcst_cmip5,2,544,2,1872,2020-11-30T08:52:19,2020-11-30T09:23:31,246.359,25258700,cmip5,0.003676471,1,user_302
25501,global_fcst_cmip5,2,544,2,1959,2020-11-30T09:36:05,2020-11-30T10:08:44,252.932,25402400,cmip5,0.003676471,1,user_302
25502,global_fcst_cmip5,2,544,2,3380,2020-11-30T09:38:02,2020-11-30T10:34:22,254.421,26330900,cmip5,0.003676471,1,user_302
25503,global_fcst_cmip5,2,544,2,3253,2020-11-30T09:41:59,2020-11-30T10:36:12,246.586,27273600,cmip5,0.003676471,1,user_302
25504,global_fcst_cmip5,2,544,2,1920,2020-11-30T09:42:00,2020-11-30T10:14:00,255.524,25198100,cmip5,0.003676471,1,user_302
25505,global_fcst_cmip5,2,544,2,1715,2020-11-30T09:46:03,2020-11-30T10:14:38,245.852,24873200,cmip5,0.003676471,1,user_302
25506,global_fcst_cmip5,2,544,2,2015,2020-11-30T09:46:05,2020-11-30T10:19:40,253.631,25274800,cmip5,0.003676471,1,user_302
25507,global_fcst_cmip5,2,544,2,1896,2020-11-30T13:22:53,2020-11-30T13:54:29,245.69,25465000,cmip5,0.003676471,1,user_302
25508,global_fcst_cmip5,2,544,2,1877,2020-11-30T13:35:45,2020-11-30T14:07:02,236.9,26112500,cmip5,0.003676471,1,user_302
25509,global_fcst_cmip5,2,544,2,1627,2020-12-22T01:13:41,2020-12-22T01:40:48,227.218,24408200,cmip5,0.003676471,1,user_302
25510,global_fcst_cmip5,2,544,2,6628,2020-12-23T19:24:54,2020-12-23T21:15:22,234.267,28720300,cmip5,0.003676471,1,user_302
25511,global_fcst_cmip5,2,544,2,7019,2020-12-24T22:32:27,2020-12-25T00:29:26,236.457,28873600,cmip5,0.003676471,1,user_302
25512,vasp_std,1,272,1,3943,2020-11-20T17:21:11,2020-11-20T18:26:54,117.85,2085810,vasp,0.003676471,1,user_303
25513,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,5775,2020-11-24T19:53:35,2020-11-24T21:29:50,115.059,2038670,su3,0.003676471,1,user_303
25514,vasp_gam,1,272,1,1978,2020-11-20T19:24:05,2020-11-20T19:57:03,244.27,17836500,vasp,0.003676471,1,user_304
25515,vasp_std,1,272,1,1981,2020-11-20T21:40:59,2020-11-20T22:14:00,242.743,18139400,vasp,0.003676471,1,user_304
25516,vaspzfix,1,272,1,2638,2020-11-20T21:44:52,2020-11-20T22:28:50,252.398,21466700,vasp,0.003676471,1,user_304
25517,vasp_std,1,272,1,2038,2020-11-20T21:44:52,2020-11-20T22:18:50,248.648,18413500,vasp,0.003676471,1,user_304
25518,vasp_std,1,272,1,2354,2020-11-20T21:44:53,2020-11-20T22:24:07,246.925,20120900,vasp,0.003676471,1,user_304
25519,vasp_std,1,272,1,2005,2020-11-20T22:20:21,2020-11-20T22:53:46,257.697,18056100,vasp,0.003676471,1,user_304
25520,vasp_std,1,272,1,2875,2020-11-20T22:36:05,2020-11-20T23:24:00,256.848,18332100,vasp,0.003676471,1,user_304
25521,vasp_std,1,272,1,4804,2020-11-21T00:17:45,2020-11-21T01:37:49,242.174,19472200,vasp,0.003676471,1,user_304
25522,vasp_std,1,272,1,3993,2020-11-21T00:17:45,2020-11-21T01:24:18,245.413,20571800,vasp,0.003676471,1,user_304
25523,vasp_std,1,272,1,4388,2020-11-21T02:55:02,2020-11-21T04:08:10,224.509,17878000,vasp,0.003676471,1,user_304
25524,vasp_std,1,272,1,3571,2020-11-21T08:22:47,2020-11-21T09:22:18,228.851,24782900,vasp,0.003676471,1,user_304
25525,vasp_std,1,272,1,3421,2020-11-21T08:24:54,2020-11-21T09:21:55,234.423,24796800,vasp,0.003676471,1,user_304
25526,vasp_std,1,272,1,3543,2020-11-21T10:17:22,2020-11-21T11:16:25,229.134,24678000,vasp,0.003676471,1,user_304
25527,vasp_std,1,272,1,3563,2020-11-21T12:15:05,2020-11-21T13:14:28,235.499,24892700,vasp,0.003676471,1,user_304
25528,vasp_std,1,272,1,3461,2020-11-21T12:52:56,2020-11-21T13:50:37,234.587,24828200,vasp,0.003676471,1,user_304
25529,vasp_std,1,272,1,2547,2020-12-21T12:03:48,2020-12-21T12:46:15,212.042,10633800,vasp,0.003676471,1,user_304
25530,vasp_std,1,272,1,2637,2020-12-21T12:32:55,2020-12-21T13:16:52,205.292,11262600,vasp,0.003676471,1,user_304
25531,vasp_std,1,272,1,2708,2020-12-21T12:44:01,2020-12-21T13:29:09,213.79,12158500,vasp,0.003676471,1,user_304
25532,vasp_std,1,272,1,2546,2020-12-21T12:51:18,2020-12-21T13:33:44,209.879,10262800,vasp,0.003676471,1,user_304
25533,vasp_std,1,272,1,2520,2020-12-21T12:51:18,2020-12-21T13:33:18,216.827,10539700,vasp,0.003676471,1,user_304
25534,vasp_std,1,272,1,2729,2020-12-21T12:59:07,2020-12-21T13:44:36,196.288,12062900,vasp,0.003676471,1,user_304
25535,vasp_std_knl,1,272,1,2448,2020-12-21T13:12:13,2020-12-21T13:53:01,211.708,10287300,vasp,0.003676471,1,user_304
25536,vasp_std,1,272,1,2518,2020-12-21T13:31:37,2020-12-21T14:13:35,206.07,10636600,vasp,0.003676471,1,user_304
25537,vasp_std,1,272,1,2612,2020-12-21T13:31:38,2020-12-21T14:15:10,207.237,11451800,vasp,0.003676471,1,user_304
25538,vasp_std,1,272,1,2699,2020-12-21T13:31:38,2020-12-21T14:16:37,211.188,12077400,vasp,0.003676471,1,user_304
25539,vasp_gam,1,272,1,2672,2020-12-21T13:31:38,2020-12-21T14:16:10,198.453,12100400,vasp,0.003676471,1,user_304
25540,vasp_std,1,272,1,2651,2020-12-21T13:33:31,2020-12-21T14:17:42,197.849,11853200,vasp,0.003676471,1,user_304
25541,vasp_std,1,272,1,2714,2020-12-21T13:33:31,2020-12-21T14:18:45,196.291,12091100,vasp,0.003676471,1,user_304
25542,chroma,1,272,1,2508,2020-12-21T13:29:35,2020-12-21T14:11:23,198.808,10667900,chroma,0.003676471,1,user_304
25543,chroma,1,272,1,2655,2020-12-21T13:33:31,2020-12-21T14:17:46,214.076,11378600,chroma,0.003676471,1,user_304
25544,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,2672,2020-12-21T12:59:07,2020-12-21T13:43:39,204.448,12022900,su3,0.003676471,1,user_304
25545,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,2770,2020-12-21T13:09:54,2020-12-21T13:56:04,192.651,12419200,su3,0.003676471,1,user_304
25546,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,2562,2020-12-21T13:31:38,2020-12-21T14:14:20,209.076,10632600,su3,0.003676471,1,user_304
25547,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,2454,2020-12-21T13:31:38,2020-12-21T14:12:32,206.193,10430500,su3,0.003676471,1,user_304
25548,su3_rhmc_hisq.knl_dbl_qopqdp_20190610,1,272,1,2479,2020-12-21T13:31:38,2020-12-21T14:12:57,203.388,10382600,su3,0.003676471,1,user_304
25549,pw.x,1,272,1,2668,2020-11-20T21:40:59,2020-11-20T22:25:27,253.498,19287000,pw,0.003676471,1,user_304
25550,pw.x,1,272,1,1971,2020-11-20T21:40:59,2020-11-20T22:13:50,252.618,17967200,pw,0.003676471,1,user_304
25551,pw.x,1,272,1,2161,2020-11-20T21:44:52,2020-11-20T22:20:53,257.66,19265400,pw,0.003676471,1,user_304
25552,pw.x,1,272,1,2405,2020-11-20T21:44:53,2020-11-20T22:24:58,261.246,20106500,pw,0.003676471,1,user_304
25553,pw.x,1,272,1,2447,2020-11-20T21:44:53,2020-11-20T22:25:40,263.397,20494300,pw,0.003676471,1,user_304
25554,pw.x,1,272,1,2083,2020-11-20T21:44:53,2020-11-20T22:19:36,255.981,18970200,pw,0.003676471,1,user_304
25555,pw.x,1,272,1,2110,2020-11-20T21:44:53,2020-11-20T22:20:03,247.767,19057600,pw,0.003676471,1,user_304
25556,pw.x,1,272,1,2547,2020-11-20T21:44:53,2020-11-20T22:27:20,243.079,20676900,pw,0.003676471,1,user_304
25557,pw.x,1,272,1,1983,2020-11-20T22:36:05,2020-11-20T23:09:08,260.073,17890100,pw,0.003676471,1,user_304
25558,pw.x,1,272,1,2668,2020-11-20T22:53:48,2020-11-20T23:38:16,262.72,18565700,pw,0.003676471,1,user_304
25559,pw.x,1,272,1,5737,2020-11-20T22:53:48,2020-11-21T00:29:25,252.944,19442200,pw,0.003676471,1,user_304
25560,pw.x,1,272,1,3518,2020-11-21T08:10:02,2020-11-21T09:08:40,229.126,24985900,pw,0.003676471,1,user_304
25561,pw.x,1,272,1,3532,2020-11-21T08:10:02,2020-11-21T09:08:54,235.905,24996100,pw,0.003676471,1,user_304
25562,pw.x,1,272,1,3125,2020-11-21T10:17:22,2020-11-21T11:09:27,241.623,24793700,pw,0.003676471,1,user_304
25563,pw.x,1,272,1,3438,2020-11-21T11:41:18,2020-11-21T12:38:36,230.573,24823100,pw,0.003676471,1,user_304
25564,pw.x,1,272,1,3477,2020-11-21T12:52:56,2020-11-21T13:50:53,235.152,24831500,pw,0.003676471,1,user_304
25565,pw.x,1,272,1,4275,2020-11-21T14:59:43,2020-11-21T16:10:58,237.919,23790900,pw,0.003676471,1,user_304
25566,pw.x,1,272,1,2471,2020-12-21T11:23:16,2020-12-21T12:04:27,207.658,10351400,pw,0.003676471,1,user_304
25567,pw.x,1,272,1,2525,2020-12-21T12:00:02,2020-12-21T12:42:07,207.144,10330300,pw,0.003676471,1,user_304
25568,pw.x,1,272,1,2609,2020-12-21T12:29:13,2020-12-21T13:12:42,204.608,11419800,pw,0.003676471,1,user_304
25569,pw.x,1,272,1,2618,2020-12-21T12:32:55,2020-12-21T13:16:33,199.587,11357600,pw,0.003676471,1,user_304
25570,pw.x,1,272,1,2664,2020-12-21T12:32:55,2020-12-21T13:17:19,199.302,11603600,pw,0.003676471,1,user_304
25571,pw.x,1,272,1,2686,2020-12-21T12:32:55,2020-12-21T13:17:41,209.103,11804000,pw,0.003676471,1,user_304
25572,pw.x,1,272,1,2639,2020-12-21T12:32:55,2020-12-21T13:16:54,202.847,12019200,pw,0.003676471,1,user_304
25573,pw.x,1,272,1,2584,2020-12-21T12:38:54,2020-12-21T13:21:58,194.458,11460600,pw,0.003676471,1,user_304
25574,pw.x,1,272,1,2633,2020-12-21T12:38:54,2020-12-21T13:22:47,209.673,11184500,pw,0.003676471,1,user_304
25575,pw.x,1,272,1,2454,2020-12-21T12:38:54,2020-12-21T13:19:48,208.663,11165800,pw,0.003676471,1,user_304
25576,pw.x,1,272,1,2591,2020-12-21T12:38:54,2020-12-21T13:22:05,201.718,11568200,pw,0.003676471,1,user_304
25577,pw.x,1,272,1,2758,2020-12-21T12:44:01,2020-12-21T13:29:59,196.425,11627100,pw,0.003676471,1,user_304
25578,pw.x,1,272,1,2651,2020-12-21T12:44:01,2020-12-21T13:28:12,199.178,11828800,pw,0.003676471,1,user_304
25579,pw.x,1,272,1,2502,2020-12-21T12:51:18,2020-12-21T13:33:00,205.892,10228100,pw,0.003676471,1,user_304
25580,pw.x,1,272,1,2504,2020-12-21T12:51:18,2020-12-21T13:33:02,206.486,10383500,pw,0.003676471,1,user_304
25581,pw.x,1,272,1,2633,2020-12-21T12:51:18,2020-12-21T13:35:11,199.1,10542700,pw,0.003676471,1,user_304
